anime_id,name,genre,type,episodes,rating,members,user_id,user_rating
1769,Oh! Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,12,6.07,2757,5214,6
22735,Oreca Battle,Game,TV,51,6.07,1632,745,7
3095,Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural",OVA,2,6.07,1018,2371,7
24179,Strobe Light,Music,Music,1,6.07,313,12431,5
5640,Tabidachi: Ami Shuushou,"Drama, Ecchi, Romance",Movie,1,6.07,402,7914,-1
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,6.07,1705,1456,-1
5263,Tomorrow&#039;s Song,Music,Music,1,6.07,507,6719,9
12851,Ultraman USA,"Action, Adventure, Sci-Fi",Movie,1,6.07,243,6771,7
25875,"Wake Up, Girl Zoo!",Comedy,ONA,10,6.07,3308,17,6
32382,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,Special,1,6.1,535,342,-1
2183,Ayane-chan High Kick!,"Comedy, Shounen, Sports",OVA,2,6.06,2439,1191,6
29291,Behind a Smile,"Action, Demons, Music",Music,1,6.06,292,12431,4
6419,Cinderella Express,"Comedy, Ecchi, Romance, Seinen",OVA,1,6.06,299,27364,-1
7953,Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1,6.06,1162,2549,4
27417,Diabolik Lovers OVA,"Harem, School, Shoujo, Vampire",OVA,1,6.06,13638,46,6
858,Gunparade Orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24,6.06,2816,5231,-1
31109,Hatsukoi Monster,"Comedy, Romance, School, Shoujo",TV,12,6.06,37238,123,4
29778,Himitsu Spark,Music,Music,1,6.06,367,12431,7
31035,Inferno Cop Specials,"Action, Comedy",Special,2,6.06,755,30956,6
1991,Juusou Kikou Dancougar Nova,Mecha,TV,12,6.06,3326,201,-1
8667,Koi Hanabi,"Fantasy, Music",Music,1,6.06,235,8446,-1
7461,Komaneko no Christmas: Maigo ni Natta Present,"Comedy, Fantasy",Movie,1,6.06,207,44525,8
8443,Mahou no Star Magical Emi: Semishigure,"Comedy, Magic, Shoujo",OVA,1,6.06,337,11015,6
14045,Mangirl!,"Comedy, Slice of Life",TV,13,6.05,19015,17,5
1912,Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",TV,13,6.06,7962,46,5
10679,Maria†Holic: Run Run Riru Ran Ran Rara,"Comedy, Music",Music,1,6.06,2778,958,9
28991,Ninja &amp; Soldier,Psychological,Movie,1,6.06,166,1145,7
8724,Nobiro Nobiro Daisuki na Ki,"Fantasy, Music",Music,1,6.06,168,8446,-1
31362,Osiris no Tenbin,"Drama, Supernatural, Thriller",ONA,10,6.06,1447,342,-1
31846,Puzzle &amp; Dragons CM,"Game, School",ONA,2,6.06,696,123,8
1711,Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",TV,13,6.06,1331,640,7
6798,Saa Ikou! Tamagotchi,Kids,TV,12,6.06,487,663,8
1226,Seihou Tenshi Angel Links,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",TV,13,6.06,4817,2761,4
7257,Shijin no Shougai,"Drama, Fantasy, Psychological",Movie,1,6.06,541,7340,9
1148,Teito Monogatari,"Historical, Horror, Supernatural",OVA,4,6.06,3393,761,-1
19133,Turning Girls,"Comedy, Slice of Life",ONA,7,6.06,4588,17,6
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"Adventure, Comedy, Supernatural",Special,1,6.06,265,29136,5
33798,Cheer Danshi!! Recap,"School, Sports",Special,1,6.06,2537,1456,7
7771,Chiisana Jumbo,"Fantasy, Kids, Music",Movie,1,6.05,202,42635,8
9274,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,"Action, Mecha, Sci-Fi, Super Power",Movie,1,6.05,389,572,3
4158,Dore Dore no Uta,Music,Music,1,6.05,1658,455,7
5785,G-9,Fantasy,OVA,1,6.05,1693,6515,6
18109,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,"Comedy, Parody",Movie,1,6.05,433,14743,-1
3157,Guardian Hearts-Power UP!,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",OVA,4,6.05,2402,2394,6
8213,Hoka Hoka Kazoku,Comedy,TV,1428,6.05,194,11431,7
3805,Kaitou Tenshi Twin Angel,Magic,OVA,2,6.05,3442,5616,-1
3264,Lemon Angel (1988/II),Ecchi,TV,8,6.05,462,6864,9
275,Love♥Love?,"Comedy, Ecchi, Harem, Romance",TV,9,6.05,15114,226,7
361,Memories Off,"Drama, Romance",OVA,3,6.05,4488,2480,8
32898,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,"Action, Mecha, Space",Special,1,6.05,269,36746,7
20961,Parol no Miraijima,"Action, Adventure, Fantasy",Movie,1,6.05,1541,1145,8
1098,Samurai Girl Real Bout High School,"Adventure, Comedy, Fantasy, Shounen",TV,13,6.05,6689,1210,8
1378,Sengoku Kitan Youtouden Soushuuhen,"Action, Martial Arts, Samurai",Movie,1,6.05,3110,1993,8
1227,Shuten Douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",OVA,4,6.05,1036,6113,7
8176,Teinenpi Shoujo Haiji,Comedy,ONA,8,6.05,216,48766,-1
30909,vivi,"Adventure, Fantasy, Music, Romance",Music,1,6.05,134,12431,2
366,AIKa,"Action, Adventure, Comedy, Ecchi, Sci-Fi",OVA,7,6.04,17545,54,-1
1351,Angel Cop,"Action, Police, Sci-Fi",OVA,6,6.04,5663,761,-1
1268,Aquarian Age: Saga II - Don&#039;t Forget Me...,"Action, Drama, Super Power",OVA,1,6.04,2332,3657,7
33548,Babyshiba,Comedy,Special,6,6.04,129,48766,-1
2607,Birth,"Action, Adventure, Comedy, Sci-Fi",OVA,1,6.04,2129,1145,-1
2292,Bouken! Iczer 3,"Action, Adventure, Sci-Fi",OVA,6,6.04,1218,2872,7
12157,Busou Chuugakusei: Basket Army,"Action, Military",ONA,5,6.04,4046,3412,7
5918,Deimos no Hanayome: Ran no Kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,1,6.04,2030,3655,10
2065,Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2,6.04,950,6050,7
18557,High School Agent,"Action, Drama, Military",OVA,2,6.04,219,20358,8
11043,Install Pilot,"Action, Sci-Fi, Shounen",Special,1,6.04,456,478,8
307,Kerokko Demetan,"Comedy, Fantasy, Kids",TV,39,6.04,533,1822,7
1908,Lesson XX,"Romance, Shounen Ai",OVA,1,6.04,4574,160,7
9878,Licca-chan to Yamaneko Hoshi no Tabi,"Adventure, Fantasy, Kids, Magic",OVA,1,6.04,189,48766,-1
3480,Nayuta,"Action, Sci-Fi, Shoujo",OVA,1,6.04,549,7249,6
13673,Otome Nadeshiko Koi Techou,"Historical, Shoujo",OVA,1,6.04,3074,2968,8
32961,Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,13,6.03,16766,611,6
15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy,Special,6,6.04,1292,2849,-1
33775,Soul Buster,"Action, Samurai",TV,12,6.01,11086,4569,-1
23679,Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1,6.04,1235,2951,8
17965,Tetsuwan Atom: Ao Kishi no Kan,"Action, Mecha, Sci-Fi",Movie,1,6.04,282,4414,6
9528,Transformers Superlink Special,"Adventure, Kids, Mecha, Sci-Fi, Shounen",Special,1,6.04,418,572,3
6800,Transformers: Scramble City,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.04,792,572,3
2882,Anime Oyako Gekijou,"Adventure, Fantasy, Historical, Kids, Sci-Fi",TV,26,6.03,1074,5603,6
15749,Chiisana Ojisan,Slice of Life,TV,30,6.03,478,18457,-1
33236,Committed RED,Music,Music,1,6.03,140,12431,4
31018,DD Hokuto no Ken 2 Ichigo Aji+,"Comedy, Parody, School, Seinen",TV,12,6.03,1695,342,-1
11795,Forsaken,"Music, Vampire",Music,1,6.03,583,5548,6
24855,Girlfriend (Kari),"School, Slice of Life",TV,12,6.03,24338,271,6
22835,Himegoto,"Comedy, School",TV,13,6.03,42129,17,3
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Magic,TV,12,6.03,4669,1497,1
5472,Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life",Special,1,6.03,455,7345,5
2527,Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2,6.03,1420,3500,5
31793,Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",TV,12,6.03,13654,198,-1
4688,Minna Agechau♡,"Comedy, Ecchi, Romance",OVA,1,6.03,690,2140,10
4130,Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,24,6.03,15734,128,8
1245,Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",OVA,1,6.03,4377,4814,8
32521,Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",OVA,1,6.02,163,13954,5
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,"Comedy, Mecha, Police, Sci-Fi",TV,12,6.02,37993,54,-1
56,Avenger,"Adventure, Fantasy, Sci-Fi, Shounen",TV,13,6.02,12286,446,6
1665,Babel Nisei (1992),"Action, Mecha, Sci-Fi",OVA,4,6.02,1074,5228,6
4522,Bounty Hunter: The Hard,"Action, Police",OVA,1,6.02,430,7366,7
18599,Chocotan!,"Comedy, Shoujo",Special,1,6.02,2923,422,8
3763,Chouon Senshi Borgman: Lovers Rain,"Action, Demons, Sci-Fi, Shounen",Movie,1,6.02,404,2243,-1
17397,Cyclops Shoujo Saipuu,"Comedy, Ecchi, School, Slice of Life",ONA,12,6.02,15329,226,9
2382,Firestorm,"Action, Mecha, Military, Sci-Fi",TV,26,6.02,615,18944,7
1623,G-On Riders,"Action, Comedy, School, Sci-Fi",TV,13,6.02,2606,2371,4
4210,Gokiburi-tachi no Tasogare,"Drama, Military",Movie,1,6.02,794,6542,-1
16317,Ishida to Asakura,"Comedy, School, Seinen",TV,12,6.02,9800,6,-1
3267,Kingdom of Chaos: Born to Kill,Fantasy,OVA,4,6.02,496,6268,-1
28959,Kizuna (Special),"Drama, Romance, Slice of Life",Special,1,6.02,394,3759,10
5415,La Rose de Versailles,"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life",Special,1,6.02,1812,17,-1
9087,"Mobile Suit SD Gundam Musha, Knight, Commando","Action, Comedy, Fantasy, Mecha, Parody",Movie,2,6.02,860,2549,1
29323,"Oyaji no, Imo no Kamisama.",Slice of Life,Special,1,6.02,202,3759,10
1643,Sailor Victory,"Action, Comedy, Mecha, Sci-Fi",OVA,2,6.02,801,753,3
1625,Soul Link Special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",Special,1,6.02,1973,2951,6
16506,Three Monks,Music,Movie,1,6.02,196,44929,6
3685,4-Day Weekend,Music,Music,1,6.01,1712,2049,5
32750,Ashita e Mukau Hito,Music,Music,1,6.02,105,12431,4
6189,Baton,"Adventure, Sci-Fi",Movie,3,6.01,1482,541,4
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,"Comedy, Mecha",TV,12,6.01,1399,1497,6
32139,DušaN,"Music, Psychological",Music,1,6.01,419,12431,6
9732,Full Moon Party,Music,Music,1,6.01,1020,1692,10
824,Guardian Hearts,"Comedy, Ecchi, Magic, Romance, School",OVA,6,6.01,5409,226,6
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,6.01,318,12431,4
30133,"Ima, Futari no Michi",Drama,Special,1,6.01,352,12431,4
9045,Jack to Mame no Ki (1989),"Adventure, Dementia, Kids",OVA,1,6.01,630,6299,7
17141,Kara The Animation,Action,TV,5,6.01,572,2951,8
16636,Kotoura-san: Haruka no Heya,"Comedy, School",ONA,6,6.01,9641,5,5
7915,Otaku no Seiza,"Comedy, Parody",OVA,2,6.01,378,14805,5
1644,Princess Rouge,"Fantasy, Romance",OVA,2,6.01,1025,631,-1
14347,Ryo,"Action, Drama, Historical, Samurai",Movie,1,6.01,8687,35,-1
8706,SOS TV Walpurgis Night Fever,"Comedy, Sci-Fi",ONA,11,6.01,422,10497,6
5090,Techno Police 21C,"Action, Mecha, Police, Sci-Fi",Movie,1,6.01,402,6771,6
10701,Ulysses 31 Pilot,"Action, Adventure, Sci-Fi, Space",Special,1,6.01,218,27786,-1
15133,Aoi Sekai no Chuushin de,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen",Special,3,6.0,25693,54,-1
31318,Comet Lucifer,"Action, Adventure, Fantasy, Mecha",TV,12,6.0,66659,43,6
7139,Gdleen,"Fantasy, Sci-Fi",OVA,1,6.0,408,7366,6
8333,Kodomo no Keijijougaku,Fantasy,ONA,1,6.0,543,5374,4
24275,Medamayaki no Kimi Itsu Tsubusu?,"Comedy, Seinen",Special,4,6.0,712,342,-1
31738,Nanairo Kakumei,"Comedy, School, Shoujo",Special,3,6.0,477,342,-1
21641,Planet:Valkyrie,"Action, Music",ONA,1,6.0,883,3694,7
8241,Rio: Rainbow Gate!,"Comedy, Ecchi, Game",TV,13,6.0,22396,54,-1
11763,Sekai de Ichiban Tsuyoku Naritai!,"Action, Ecchi, Sports",TV,12,6.0,26513,7,7
12133,Sekai Kei Sekai Ron,"Psychological, Sci-Fi",OVA,1,6.0,644,4814,5
3498,Shin Onimusha: Dawn of Dreams the Story,"Action, Demons, Historical, Martial Arts, Samurai",OVA,1,6.0,695,342,-1
2616,Sora Iro no Tane,Kids,Special,1,6.0,2016,384,5
9393,T.P. Sakura: Time Paladin Sakura,"Action, Magic",OVA,2,6.0,2784,478,8
10545,The Epic Of ZektBach,"Action, Fantasy, Supernatural",OVA,1,6.0,2792,446,9
20913,6♥Princess,"Magic, Music",Music,1,5.99,1807,271,7
982,Cosplay Complex,"Comedy, Ecchi, Parody, School",OVA,3,5.99,8706,455,4
9409,D-1 Devastator,"Mecha, Sci-Fi",OVA,2,5.99,320,6771,6
30289,Dededen,Slice of Life,Special,5,5.99,158,28521,10
17733,Dibetagurashi: Ahiru no Seikatsu,"Comedy, Slice of Life",TV,39,5.99,586,36827,-1
1928,Early Reins,"Action, Adventure, Seinen",OVA,1,5.99,1902,3391,-1
4012,First Squad,"Action, Music",Music,1,5.99,4946,661,8
24975,Ghibli ga Ippai Special Short Short,Slice of Life,Special,10,5.99,733,17650,10
5501,Gun x Sword-san,"Action, Dementia, Parody",Special,13,5.99,2168,2951,6
1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,5.99,7674,123,5
2072,Idol Project,"Adventure, Comedy, Music",OVA,4,5.99,958,4969,7
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,"Comedy, Drama, Harem, Romance, School",TV,13,5.99,3334,1558,-1
28419,Katsura Hime,"Action, Comedy",Movie,1,5.99,116,12431,3
18643,Kita e: Pure Session,Music,Music,1,5.99,212,12431,4
8936,Melody,Drama,ONA,1,5.99,1018,7345,7
19727,Nexus,Music,Music,1,5.99,1884,2396,6
1939,SD Gundam Gaiden,"Adventure, Comedy, Fantasy, Mecha",OVA,4,5.99,1467,1530,9
33508,Si Ling Bianma: Zhi Shijie Caozong Zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological",ONA,12,5.99,563,36372,10
3820,Space Station No.9,"Music, Sci-Fi",Music,1,5.99,1629,2236,-1
30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Comedy, Romance, School",Special,1,5.99,718,271,7
15795,Beast Saga,"Action, Kids, Sci-Fi, Shounen",TV,38,5.98,861,16284,-1
18419,Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule,Comedy,Special,1,5.98,2297,1145,-1
7518,Boku wa Kuma,"Kids, Music, Slice of Life",Music,1,5.98,985,6369,5
29943,Crazy for It,"Dementia, Music",Movie,1,5.98,539,4552,7
26079,Donyatsu Specials,"Comedy, Sci-Fi, Seinen",Special,2,5.98,231,12413,-1
19519,Dream Creator feat. GUMI,Music,Music,1,5.98,571,4570,9
33911,Gakuen Handsome: Legend of Sexy,"Comedy, Music",Music,2,6.0,363,13954,4
7466,Hashire!,Comedy,ONA,1,5.98,556,5940,-1
9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.98,6941,1505,-1
11715,Kamisama Dolls Specials,Comedy,Special,6,5.98,4985,768,2
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,"Ecchi, Music",ONA,12,5.98,3384,661,6
3235,Magma Taishi,"Action, Sci-Fi, Shounen, Space, Super Power",OVA,13,5.98,421,6771,9
10519,Mahou Shoujo Sonico★Magica,"Music, Parody",ONA,1,5.98,13266,17,-1
1440,Ninja Mono,"Adventure, Comedy, Shounen, Supernatural",OVA,2,5.98,1651,5406,-1
8963,Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids",Special,1,5.98,458,2628,-1
1790,Tactical Roar Special,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,5.98,1252,6237,-1
4660,Yoshino no Hime,"Comedy, Fantasy, Historical, Slice of Life",ONA,1,5.98,339,11431,5
21081,Yu Bang Xiang Zheng,Historical,Movie,1,5.98,216,8956,-1
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686,1456,7
30053,Bab Mook Ja,Slice of Life,Movie,1,5.97,306,13954,4
30746,Fushigi na Somera-chan,"Comedy, Magic, Slice of Life",TV,12,5.97,7988,226,7
22295,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"Fantasy, Historical, Romance, Shoujo",OVA,1,5.97,2147,342,-1
9627,Kakko Kawaii Sengen!,Comedy,TV,5,5.97,590,10074,9
29770,Kikyuu,Music,Music,1,5.97,247,12431,4
2910,Koi Koi 7 Specials,"Comedy, Ecchi",Special,7,5.97,1623,2592,8
34367,Long Riders Recap,"Comedy, Shounen, Slice of Life, Sports",Special,1,5.97,582,30565,6
6355,Marie &amp; Gali Episode Zero,Comedy,Special,1,5.97,802,5148,6
6792,Mobile Suit SD Gundam Mk V,"Comedy, Mecha, Parody, Sci-Fi",OVA,3,5.97,1294,2549,1
1154,Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi",Movie,1,5.97,697,5938,5
676,Refrain Blue,"Drama, Romance",OVA,3,5.97,1181,342,-1
6412,Yuki Terai,Music,OVA,6,5.97,280,23975,3
16405,Boku no Imouto wa &quot;Osaka Okan&quot;,Comedy,TV,12,5.96,12917,466,4
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life",TV,12,5.95,6220,54,-1
6721,Dark Side Cat,Action,ONA,6,5.96,1821,454,7
17693,Erementar Gerad: Aozora no Senki,Music,Music,1,5.96,759,1530,6
19187,Fake Doll,Music,Music,1,5.96,893,2431,6
33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,Music,ONA,1,5.97,578,5705,-1
668,Koi Koi 7,"Comedy, Harem, Romance",TV,13,5.96,10399,226,8
32256,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",Music,1,5.96,129,12431,4
13233,Mugen no Ryvius: Illusion,Comedy,Special,6,5.96,517,40691,-1
2091,Oshare Kozou wa Hanamaru,"Romance, Shoujo",OVA,1,5.96,327,4750,7
9167,Shukufuku no Campanella Specials,Ecchi,Special,6,5.96,2817,692,-1
20557,11eyes Picture Drama,Comedy,Special,13,5.95,2505,271,4
23781,Blade &amp; Soul Specials,Comedy,Special,7,5.95,5167,342,-1
7122,Dai Yamato Zero-gou,"Sci-Fi, Space",OVA,5,5.95,566,1530,5
5889,DragonBlade,"Action, Fantasy",Movie,1,5.95,427,3934,10
28537,Garo: Guren no Tsuki,"Action, Demons, Fantasy, Magic, Supernatural",TV,23,5.96,17515,226,9
1115,Handsome Girl,"Romance, Shoujo",OVA,1,5.95,1734,4750,6
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.95,375,11113,5
1620,MAPS,"Adventure, Comedy, Sci-Fi",OVA,4,5.95,1007,5149,6
5907,Mujigen Hunter Fandora,"Adventure, Fantasy, Sci-Fi",OVA,3,5.95,688,7366,6
5260,Pankunchi,"Adventure, Kids",ONA,10,5.95,210,11348,7
1767,Psycho Diver: Mashou Bosatsu,"Horror, Psychological, Sci-Fi",OVA,1,5.95,2137,2760,6
30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,Slice of Life,Special,12,5.95,2111,958,6
8722,Ten no Kawa,"Fantasy, Music",Music,1,5.95,471,12431,4
9608,Yuri Seijin Naoko-san,Comedy,OVA,1,5.95,9485,266,-1
4923,Akai Hayate,"Action, Martial Arts, Super Power",OVA,4,5.94,778,4814,5
23213,Kantoku Fuyuki Todoki,"Comedy, Josei, Slice of Life",TV,13,5.94,4037,2200,8
5875,Kobutori (1929),"Comedy, Demons",Movie,1,5.94,1280,4482,9
2346,Koroshiya 1 The Animation: Episode 0,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",OVA,1,5.94,5704,392,5
5842,Kotatsu Neko (ONA),Comedy,ONA,2,5.94,678,5111,-1
3990,Kumo to Tulip,Adventure,Movie,1,5.94,843,5341,-1
16023,Kuro to Kin no Akanai Kagi.,"Romance, Shoujo",OVA,2,5.94,5019,123,5
12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,"Magic, Music",Music,1,5.94,1773,1530,5
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,TV,13,5.94,1187,14061,-1
29834,Moshidora Recap,"Drama, Sports",Special,1,5.94,251,13954,5
16381,Santa Company,Fantasy,Movie,1,5.94,2659,954,9
1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Movie,1,5.94,1693,5053,8
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy,Special,3,5.94,5505,1387,9
22137,Toukiden: The Age of Demons - Introduction,"Action, Demons",Special,1,5.94,499,372,-1
5620,Uchuu Enban Dai-Sensou,"Action, Mecha, Romance",Movie,1,5.94,557,4814,5
33105,"Wake Up, Girl Zoo! Miyagi PR de Go!",Comedy,Special,1,5.94,283,342,-1
16648,Youchien Senshi: Hanamaru Girls,"Action, Comedy, Kids",Special,3,5.94,1147,6162,4
29707,Yume no Ukiyo ni Saitemina,Music,Music,1,5.94,397,3051,8
27757,Anisava,"Comedy, Romance, Slice of Life",TV,13,5.93,176,32395,5
5167,Cream Lemon: New Generation,"Drama, Romance",OVA,4,5.93,917,8221,-1
3152,Down Load: Namu Amida Butsu wa Ai no Uta,"Action, Adventure, Psychological, Sci-Fi",OVA,1,5.93,740,20358,8
2782,Fire Emblem,"Action, Adventure, Fantasy, Magic, Shounen",OVA,2,5.93,5372,271,6
32954,Flying Witch Petit,"Comedy, Slice of Life, Supernatural",ONA,9,5.93,6769,271,6
832,Ginsoukikou Ordian,"Mecha, Sci-Fi",TV,24,5.93,1304,460,8
3390,Hoshi no Umi no Amuri,"Adventure, Fantasy, Sci-Fi",OVA,3,5.93,2443,2864,-1
20463,Little Nemo Pilot (1987),Adventure,Special,1,5.93,267,31580,-1
23837,Meisou! Underworld,"Action, Supernatural, Thriller",ONA,1,5.93,1456,35,-1
3573,Moegaku★5,"Magic, Parody",TV,40,5.93,572,10788,8
17891,Namida no Tsubomi,"Music, Slice of Life",Music,1,5.93,144,25528,-1
31777,Neko nanka Yondemo Konai.,"Seinen, Slice of Life",TV,12,5.93,623,13954,5
32879,Norn9: Norn+Nonet Recap,"Adventure, Fantasy, Josei, Romance",Special,1,5.93,2109,201,-1
4823,Youkai Ningen Bem (2006),Horror,TV,26,5.93,1070,1822,6
9279,Bara no Hana to Joe,"Drama, Kids",Movie,1,5.92,306,22470,-1
32947,Battery,"Drama, Slice of Life, Sports",TV,11,5.92,30270,123,7
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,"Action, Fantasy, Magic",OVA,2,5.92,641,6869,3
3968,Dragoon,"Adventure, Fantasy",OVA,3,5.92,896,4969,-1
1685,Duel Masters,"Action, Adventure, Comedy, Shounen",TV,26,5.92,13012,5,-1
13255,Haru wa Kuru,Adventure,ONA,1,5.92,547,6558,7
7561,Kaitou Reinya,Comedy,TV,12,5.92,2087,1145,-1
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,"Action, Comedy, Magic, Parody, Sci-Fi",OVA,1,5.92,441,8302,7
2261,Malice@Doll,"Horror, Psychological, Sci-Fi",OVA,3,5.92,1739,871,5
16255,Meisou-Ou Border,Adventure,OVA,1,5.92,187,23346,5
9708,Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Mecha, Military, Sci-Fi",OVA,2,5.92,2058,1145,-1
24995,Moon Festa,Music,Music,1,5.92,103,12431,5
31143,Onsen Yousei Hakone-chan,"Comedy, Seinen, Slice of Life",TV,13,5.92,18498,54,-1
32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937,17,-1
786,Pugyuru,"Comedy, Fantasy, School",TV,13,5.92,2513,2200,7
23895,REACH x Thermae Romae: Pietrada no Kekkon,"Comedy, Historical, Seinen",Special,1,5.92,308,2951,8
8664,"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,5.92,403,21583,6
3863,Sweet Valerian Specials,"Comedy, Magic, Shoujo",Special,8,5.92,601,6069,8
3192,Tobira wo Akete,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,5.92,894,5311,3
30358,Turnover,"School, Slice of Life",ONA,1,5.92,1150,271,8
16319,Asako Get You!!,"Comedy, Romance, School, Seinen, Slice of Life",OVA,2,5.91,2619,1644,7
1664,Babel Nisei (2001),"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural",TV,13,5.91,1502,1146,-1
6787,Goulart Knights: Evoked the Beginning Black,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,5.91,8002,123,6
11717,Hoshi no Kirby: Pilot,"Adventure, Comedy, Fantasy, Parody",Special,1,5.91,915,271,6
4452,Hoshikuzu Paradise,"Comedy, Romance",OVA,1,5.91,295,23066,5
13299,Houkago no Tinker Bell,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,1,5.91,320,12725,5
2574,Kashi no Ki Mokku,"Adventure, Fantasy",TV,52,5.91,787,1690,6
8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,"Magic, Shoujo",Movie,1,5.91,594,384,5
4318,Ryuu Seiki,"Action, Demons, Fantasy, Sci-Fi",OVA,2,5.91,897,6773,7
1989,Shizuku,Comedy,Movie,1,5.91,1484,611,-1
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91,1680,6069,8
16798,Ttori wa Zeta Robot,"Action, Adventure, Kids, Mecha",Movie,1,5.91,334,32687,6
1176,Unkai no Meikyuu Zeguy,"Action, Adventure, Fantasy",OVA,2,5.91,808,5908,7
1973,X Densha de Ikou,"Dementia, Mystery, Supernatural",OVA,1,5.91,1129,5056,10
29772,Calm,"Dementia, Music",Movie,1,5.89,506,13954,3
11735,Coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89,1081,244,5
